polymer nbases
F31Fcsw_368597 5 80
F32Fcsw_143327 5 80
F32Fcsw_163161 5 80
F32Fcsw_177682 5 80
F32Fcsw_189598 5 80
F32Fcsw_225874 5 80
F32Fcsw_247754 5 80
F32Fcsw_285502 5 80
F32Fcsw_313246 5 80
F32Fcsw_350370 5 80
F33Fcsw_23803 5 80
F33Fcsw_32250 5 80
F33Fcsw_66921 5 80
F33Fcsw_90613 5 80
F33Fcsw_127409 5 80
F33Fcsw_163460 5 80
F33Fcsw_195039 5 80
F33Fcsw_248280 5 80
F33Fcsw_254270 5 80
F34Fcsw_176600 5 80
F34Fcsw_216725 5 80
F34Fcsw_245432 5 80
M11Fcsw_115643 5 80
M11Fcsw_451388 5 80
M11Fcsw_493872 5 80
M12Fcsw_418150 5 80
M13Fcsw_19142 5 80
M13Fcsw_73606 5 80
M13Fcsw_88650 5 80
M13Fcsw_134408 5 80
M13Fcsw_140640 5 80
M13Fcsw_162304 5 80
M13Fcsw_163632 5 80
M13Fcsw_228344 5 80
M14Fcsw_42564 5 80
M14Fcsw_113277 5 80
M14Fcsw_121582 5 80
M14Fcsw_146387 5 80
M14Fcsw_186272 5 80
M14Fcsw_224365 5 80
M21Fcsw_135804 5 80
M21Fcsw_237197 5 80
M21Fcsw_255362 5 80
M21Fcsw_268510 5 80
M21Fcsw_297271 5 80
M22Fcsw_190940 5 80
M22Fcsw_197869 5 80
M22Fcsw_207068 5 80
M22Fcsw_232021 5 80
M22Fcsw_277983 5 80
M22Fcsw_307727 5 80
M22Fcsw_320765 5 80
M23Fcsw_121557 5 80
M23Fcsw_167140 5 80
M23Fcsw_191980 5 80
M23Fcsw_219882 5 80
M23Fcsw_258589 5 80
M24Fcsw_166302 5 80
M24Fcsw_167995 5 80
M24Fcsw_174974 5 80
M24Fcsw_185314 5 80
M24Fcsw_220960 5 80
M24Fcsw_240186 5 80
M41Fcsw_129515 5 80
M41Fcsw_145477 5 80
M41Fcsw_155562 5 80
M41Fcsw_156712 5 80
M41Fcsw_184734 5 80
M41Fcsw_231471 5 80
M41Fcsw_258294 5 80
M41Fcsw_313892 5 80
M42Fcsw_138658 5 80
M42Fcsw_139139 5 80
M42Fcsw_142058 5 80
M42Fcsw_153064 5 80
M42Fcsw_162246 5 80
M42Fcsw_232828 5 80
M42Fcsw_280854 5 80
M42Fcsw_324438 5 80
M43Fcsw_119894 5 80
M43Fcsw_131191 5 80
M43Fcsw_137624 5 80
M43Fcsw_164424 5 80
M43Fcsw_181854 5 80
M43Fcsw_223512 5 80
M43Fcsw_252679 5 80
M43Fcsw_261686 5 80
M43Fcsw_261931 5 80
M44Fcsw_10060 5 80
M44Fcsw_23875 5 80
M44Fcsw_27232 5 80
M44Fcsw_33843 5 80
M44Fcsw_71169 5 80
M44Fcsw_75632 5 80
M44Fcsw_98991 5 80
M44Fcsw_110796 5 80
M44Fcsw_112669 5 80
M44Fcsw_118399 5 80
M44Fcsw_131077 5 80
M44Fcsw_165156 5 80
M44Fcsw_237089 5 80
M44Fcsw_238959 5 80
M44Fcsw_253525 5 80
M44Fcsw_257725 5 80
M44Fcsw_262484 5 80
F11Fcsw_62355 5 81
F11Fcsw_83068 5 81
F11Fcsw_476720 5 81
F12Fcsw_55562 5 81
F12Fcsw_412119 5 81
F13Fcsw_41480 5 81
F13Fcsw_104331 5 81
F13Fcsw_135353 5 81
F13Fcsw_185406 5 81
F13Fcsw_191039 5 81
F14Fcsw_4872 5 81
F14Fcsw_13966 5 81
F14Fcsw_30676 5 81
F14Fcsw_41844 5 81
F14Fcsw_54710 5 81
F14Fcsw_158369 5 81
F14Fcsw_174497 5 81
F14Fcsw_181516 5 81
F14Fcsw_186639 5 81
F14Fcsw_223835 5 81
F14Fcsw_235482 5 81
F14Fcsw_240886 5 81
F14Fcsw_264218 5 81
F22Fcsw_66083 5 81
F23Fcsw_107513 5 81
F23Fcsw_116632 5 81
F23Fcsw_138072 5 81
F23Fcsw_138661 5 81
F24Fcsw_18326 5 81
F24Fcsw_19837 5 81
F24Fcsw_41694 5 81
F24Fcsw_75152 5 81
F24Fcsw_84136 5 81
F24Fcsw_113598 5 81
F24Fcsw_193034 5 81
F24Fcsw_205821 5 81
F24Fcsw_264719 5 81
F31Fcsw_249537 5 81
F31Fcsw_291323 5 81
F31Fcsw_293164 5 81
F31Fcsw_368835 5 81
F32Fcsw_151432 5 81
F32Fcsw_202380 5 81
F32Fcsw_208525 5 81
F32Fcsw_255066 5 81
F32Fcsw_361235 5 81
F33Fcsw_74351 5 81
F33Fcsw_127322 5 81
F34Fcsw_83001 5 81
F34Fcsw_253627 5 81
M11Fcsw_2440 5 81
M11Fcsw_25623 5 81
M11Fcsw_439030 5 81
M11Fcsw_455031 5 81
M12Fcsw_11558 5 81
M12Fcsw_119380 5 81
M13Fcsw_139860 5 81
M13Fcsw_254855 5 81
M14Fcsw_91990 5 81
M14Fcsw_146665 5 81
M14Fcsw_216331 5 81
M21Fcsw_126807 5 81
M21Fcsw_138466 5 81
M21Fcsw_167090 5 81
M21Fcsw_333840 5 81
M22Fcsw_175499 5 81
M22Fcsw_180509 5 81
M22Fcsw_350977 5 81
M23Fcsw_158794 5 81
M23Fcsw_192685 5 81
M23Fcsw_222227 5 81
M23Fcsw_266275 5 81
M24Fcsw_184804 5 81
M24Fcsw_267666 5 81
M41Fcsw_131655 5 81
M41Fcsw_132890 5 81
M41Fcsw_139916 5 81
M41Fcsw_160196 5 81
M41Fcsw_225032 5 81
M41Fcsw_233321 5 81
M41Fcsw_244453 5 81
M41Fcsw_250039 5 81
M41Fcsw_267365 5 81
M42Fcsw_127028 5 81
M42Fcsw_208712 5 81
M42Fcsw_290739 5 81
M42Fcsw_304641 5 81
M42Fcsw_320016 5 81
M42Fcsw_342673 5 81
M42Fcsw_368641 5 81
M42Fcsw_373830 5 81
M43Fcsw_110266 5 81
M43Fcsw_170872 5 81
M43Fcsw_179243 5 81
M43Fcsw_181394 5 81
M43Fcsw_245466 5 81
M43Fcsw_269747 5 81
M44Fcsw_4004 5 81
M44Fcsw_78969 5 81
M44Fcsw_95112 5 81
M44Fcsw_157221 5 81
M44Fcsw_206892 5 81
M44Fcsw_235171 5 81
M44Fcsw_268268 5 81
M44Fcsw_272702 5 81
F11Fcsw_99686 5 82
F13Fcsw_20417 5 82
F13Fcsw_23692 5 82
F13Fcsw_25571 5 82
F13Fcsw_88636 5 82
F13Fcsw_91067 5 82
F13Fcsw_101967 5 82
F13Fcsw_136293 5 82
F13Fcsw_223641 5 82
F14Fcsw_5281 5 82
F14Fcsw_8620 5 82
F14Fcsw_21169 5 82
F14Fcsw_28079 5 82
F14Fcsw_28270 5 82
F14Fcsw_28327 5 82
F14Fcsw_49335 5 82
F14Fcsw_59848 5 82
F14Fcsw_70775 5 82
F14Fcsw_78086 5 82
F14Fcsw_88783 5 82
F14Fcsw_125280 5 82
F14Fcsw_131403 5 82
F14Fcsw_137793 5 82
F14Fcsw_167542 5 82
F14Fcsw_177441 5 82
F14Fcsw_197523 5 82
F14Fcsw_213492 5 82
F21Fcsw_490636 5 82
F23Fcsw_87241 5 82
F24Fcsw_40423 5 82
F31Fcsw_156864 5 82
F31Fcsw_269104 5 82
F33Fcsw_261166 5 82
M11Fcsw_38463 5 82
M11Fcsw_54267 5 82
M11Fcsw_463204 5 82
M14Fcsw_195919 5 82
M14Fcsw_251538 5 82
M21Fcsw_141222 5 82
M21Fcsw_229584 5 82
M21Fcsw_312900 5 82
M23Fcsw_13604 5 82
M23Fcsw_161988 5 82
M24Fcsw_128363 5 82
M24Fcsw_156666 5 82
M41Fcsw_148478 5 82
M41Fcsw_183823 5 82
M41Fcsw_193984 5 82
M41Fcsw_300564 5 82
M42Fcsw_196040 5 82
M42Fcsw_329827 5 82
M43Fcsw_142749 5 82
M43Fcsw_184210 5 82
M44Fcsw_137026 5 82
M44Fcsw_160076 5 82
F14Fcsw_37062 5 83
F24Fcsw_240950 5 83
F24Fcsw_266439 5 83
F31Fcsw_375406 5 83
F32Fcsw_193431 5 83
F32Fcsw_235300 5 83
M13Fcsw_173231 5 83
M44Fcsw_93093 5 83
F13Fcsw_234208 5 84
F14Fcsw_113931 5 84
F14Fcsw_201550 5 84
F14Fcsw_244131 5 84
F21Fcsw_457862 5 84
F21Fcsw_499990 5 84
F22Fcsw_85527 5 84
F23Fcsw_272046 5 84
F34Fcsw_87529 5 84
M13Fcsw_129718 5 84
M14Fcsw_25504 5 84
M14Fcsw_122464 5 84
M14Fcsw_223178 5 84
M22Fcsw_244321 5 84
M44Fcsw_70352 5 84
M44Fcsw_221618 5 84
F14Fcsw_76020 5 85
F14Fcsw_273206 5 85
F24Fcsw_227035 5 85
F24Fcsw_268447 5 85
F33Fcsw_257000 5 85
M11Fcsw_503659 5 85
M12Fcsw_8847 5 85
M13Fcsw_128307 5 85
M14Fcsw_157862 5 85
M23Fcsw_165734 5 85
M24Fcsw_4578 5 85
M42Fcsw_297061 5 85
M42Fcsw_361924 5 85
M43Fcsw_37558 5 85
M43Fcsw_129300 5 85
M44Fcsw_63157 5 85
F14Fcsw_217246 5 86
M23Fcsw_193019 5 86
M42Fcsw_194696 5 86
F13Fcsw_166587 5 87
F14Fcsw_12708 5 87
M44Fcsw_240096 5 87
M44Fcsw_273841 5 87
F32Fcsw_332530 5 88
F32Fcsw_367142 5 88
F34Fcsw_5991 5 88
F34Fcsw_147360 5 88
M11Fcsw_422958 5 88
F24Fcsw_166883 5 89
F33Fcsw_109056 5 89
M12Fcsw_83554 5 89
M13Fcsw_14748 5 89
M13Fcsw_162502 5 89
M13Fcsw_262470 5 89
M22Fcsw_283720 5 89
M42Fcsw_204006 5 89
M43Fcsw_8926 5 89
M44Fcsw_121909 5 89
F24Fcsw_153885 5 90
F33Fcsw_51519 5 90
F33Fcsw_175563 5 90
F33Fcsw_256888 5 90
F34Fcsw_230332 5 90
M11Fcsw_508621 5 90
M21Fcsw_297820 5 90
M23Fcsw_32740 5 90
F22Fcsw_122292 5 91
F23Fcsw_96927 5 91
M11Fcsw_428433 5 91
M22Fcsw_368202 5 91
M23Fcsw_272930 5 91
M43Fcsw_55323 5 91
F14Fcsw_118808 5 92
M44Fcsw_270610 5 92
F22Fcsw_506822 5 93
M23Fcsw_271988 5 93
M44Fcsw_157399 5 93
M44Fcsw_186874 5 93
F14Fcsw_30942 5 94
M13Fcsw_218220 5 94
M41Fcsw_290368 5 94
M42Fcsw_339683 5 94
F23Fcsw_202458 5 95
F14Fcsw_231935 5 96
F31Fcsw_162457 5 96
M23Fcsw_67288 5 96
M24Fcsw_245215 5 96
F33Fcsw_148585 5 97
F33Fcsw_254462 5 97
F34Fcsw_12547 5 97
F34Fcsw_230107 5 97
M21Fcsw_216071 5 97
F33Fcsw_272764 5 98
F34Fcsw_198133 5 98
F33Fcsw_104956 5 102
F21Fcsw_404853 5 103
M13Fcsw_273497 5 103
M44Fcsw_2240 5 103
F11Fcsw_474500 5 104
F14Fcsw_247348 5 104
F21Fcsw_428860 5 104
F21Fcsw_433271 5 104
F21Fcsw_442565 5 104
F21Fcsw_446456 5 104
F21Fcsw_461421 5 104
F22Fcsw_39914 5 104
F22Fcsw_62054 5 104
F22Fcsw_392831 5 104
F22Fcsw_401193 5 104
F22Fcsw_412559 5 104
F22Fcsw_436419 5 104
F22Fcsw_445203 5 104
F22Fcsw_450963 5 104
F22Fcsw_501492 5 104
F23Fcsw_146742 5 104
F23Fcsw_243744 5 104
F23Fcsw_263686 5 104
F24Fcsw_43027 5 104
F24Fcsw_58909 5 104
F24Fcsw_77390 5 104
F24Fcsw_225739 5 104
F31Fcsw_134125 5 104
F31Fcsw_230880 5 104
F31Fcsw_237979 5 104
F31Fcsw_288906 5 104
F32Fcsw_183735 5 104
F32Fcsw_191258 5 104
F32Fcsw_198930 5 104
F32Fcsw_227013 5 104
F32Fcsw_260121 5 104
F32Fcsw_339024 5 104
F32Fcsw_365434 5 104
F33Fcsw_47147 5 104
F33Fcsw_169060 5 104
M14Fcsw_269608 5 104
M21Fcsw_164108 5 104
M22Fcsw_176735 5 104
M22Fcsw_197423 5 104
M22Fcsw_230530 5 104
M22Fcsw_268667 5 104
M22Fcsw_332266 5 104
M23Fcsw_206201 5 104
M24Fcsw_118424 5 104
M24Fcsw_197642 5 104
M24Fcsw_241078 5 104
M41Fcsw_344319 5 104
M42Fcsw_242985 5 104
M42Fcsw_321388 5 104
M42Fcsw_369471 5 104
F13Fcsw_172697 5 105
F23Fcsw_230337 5 105
F33Fcsw_248272 5 105
F33Fcsw_265517 5 105
F34Fcsw_246201 5 105
M24Fcsw_26788 5 105
M24Fcsw_111628 5 105
M24Fcsw_226536 5 105
M41Fcsw_244390 5 105
M42Fcsw_126981 5 105
M42Fcsw_318104 5 105
M43Fcsw_96165 5 105
F14Fcsw_191778 5 106
F14Fcsw_222648 5 106
F21Fcsw_386287 5 106
F31Fcsw_325230 5 106
F32Fcsw_317455 5 106
F32Fcsw_359011 5 106
F33Fcsw_155097 5 106
F33Fcsw_161530 5 106
M11Fcsw_436749 5 106
M12Fcsw_460412 5 106
M13Fcsw_256940 5 106
M14Fcsw_239248 5 106
M22Fcsw_145375 5 106
M22Fcsw_322818 5 106
M23Fcsw_212977 5 106
M23Fcsw_220023 5 106
M24Fcsw_126874 5 106
M24Fcsw_128845 5 106
M41Fcsw_372886 5 106
M42Fcsw_346587 5 106
M43Fcsw_150957 5 106
M43Fcsw_170759 5 106
M43Fcsw_237063 5 106
M44Fcsw_123698 5 106
M44Fcsw_164179 5 106
F12Fcsw_97981 5 107
F14Fcsw_27998 5 107
F14Fcsw_134013 5 107
F21Fcsw_507453 5 107
F22Fcsw_101796 5 107
F23Fcsw_61371 5 107
F23Fcsw_116344 5 107
F24Fcsw_260047 5 107
F31Fcsw_258687 5 107
F31Fcsw_312181 5 107
F33Fcsw_111929 5 107
F33Fcsw_218515 5 107
M12Fcsw_14067 5 107
M12Fcsw_126525 5 107
M13Fcsw_42653 5 107
M13Fcsw_118918 5 107
M13Fcsw_155484 5 107
M13Fcsw_263578 5 107
M21Fcsw_304155 5 107
M23Fcsw_171254 5 107
M24Fcsw_212238 5 107
M24Fcsw_257973 5 107
M42Fcsw_209998 5 107
M42Fcsw_375372 5 107
M43Fcsw_142379 5 107
M44Fcsw_265609 5 107
M23Fcsw_141271 5 108
M24Fcsw_119335 5 108
F21Fcsw_93151 5 110
F32Fcsw_205039 5 110
M11Fcsw_20803 5 110
F24Fcsw_2928 5 111
M42Fcsw_366904 5 112
F24Fcsw_251851 5 113
F34Fcsw_178820 5 113
M21Fcsw_375872 5 113
F13Fcsw_197723 5 114
F14Fcsw_244667 5 114
F31Fcsw_167954 5 114
F33Fcsw_218904 5 114
M22Fcsw_155382 5 114
M44Fcsw_265061 5 114
F22Fcsw_125563 5 115
F22Fcsw_435378 5 115
F22Fcsw_449027 5 115
F23Fcsw_272660 5 115
F24Fcsw_171946 5 115
F34Fcsw_189585 5 115
F34Fcsw_207590 5 115
F34Fcsw_228626 5 115
M14Fcsw_268397 5 115
M41Fcsw_366899 5 115
F13Fcsw_130201 5 116
F22Fcsw_100220 5 116
F22Fcsw_102919 5 116
F22Fcsw_420085 5 116
F23Fcsw_178587 5 116
F31Fcsw_281827 5 116
F33Fcsw_131689 5 116
F34Fcsw_164599 5 116
F34Fcsw_240990 5 116
M13Fcsw_154766 5 116
M13Fcsw_231272 5 116
M21Fcsw_307897 5 116
M21Fcsw_312466 5 116
M22Fcsw_212191 5 116
M24Fcsw_45653 5 116
F13Fcsw_265488 5 117
F24Fcsw_201135 5 117
F34Fcsw_25413 5 117
M13Fcsw_176286 5 117
M13Fcsw_195583 5 117
M13Fcsw_256771 5 117
M14Fcsw_138066 5 117
M21Fcsw_309085 5 117
M22Fcsw_317783 5 117
M24Fcsw_272944 5 117
M41Fcsw_325672 5 117
F14Fcsw_263249 5 118
F24Fcsw_163141 5 118
F24Fcsw_189838 5 118
F24Fcsw_212724 5 118
M11Fcsw_25533 5 118
M11Fcsw_435664 5 118
M22Fcsw_204048 5 118
M42Fcsw_256022 5 118
F21Fcsw_438943 5 119
F21Fcsw_509167 5 119
F33Fcsw_163944 5 119
F34Fcsw_206286 5 119
F34Fcsw_211133 5 119
M11Fcsw_426048 5 119
M13Fcsw_253311 5 119
M14Fcsw_92337 5 119
M21Fcsw_325240 5 119
M22Fcsw_335892 5 119
M23Fcsw_34974 5 119
M23Fcsw_179621 5 119
M41Fcsw_366058 5 119
M42Fcsw_367234 5 119
M44Fcsw_150132 5 119
F13Fcsw_73279 5 120
F21Fcsw_87310 5 120
F21Fcsw_464829 5 120
F22Fcsw_477094 5 120
F22Fcsw_507557 5 120
F31Fcsw_327976 5 120
F33Fcsw_55870 5 120
M11Fcsw_120957 5 120
M11Fcsw_478417 5 120
M13Fcsw_24763 5 120
M21Fcsw_142084 5 120
M21Fcsw_238357 5 120
M21Fcsw_268853 5 120
M21Fcsw_313277 5 120
M23Fcsw_106562 5 120
M23Fcsw_112038 5 120
M43Fcsw_42166 5 120
M43Fcsw_237490 5 120
M44Fcsw_169620 5 120
F11Fcsw_452145 5 121
F11Fcsw_453170 5 121
F11Fcsw_482692 5 121
F21Fcsw_482075 5 121
F21Fcsw_497268 5 121
F22Fcsw_61502 5 121
F22Fcsw_64808 5 121
F22Fcsw_81393 5 121
F22Fcsw_99462 5 121
F22Fcsw_101755 5 121
F22Fcsw_106026 5 121
F22Fcsw_398476 5 121
F22Fcsw_416804 5 121
F22Fcsw_430122 5 121
F22Fcsw_462328 5 121
F23Fcsw_171182 5 121
F24Fcsw_9946 5 121
F24Fcsw_85714 5 121
F31Fcsw_257020 5 121
F31Fcsw_266189 5 121
F31Fcsw_315007 5 121
F32Fcsw_186694 5 121
F32Fcsw_291372 5 121
F33Fcsw_131362 5 121
F33Fcsw_266642 5 121
M11Fcsw_491269 5 121
M12Fcsw_507514 5 121
M22Fcsw_296454 5 121
M23Fcsw_138166 5 121
M24Fcsw_57599 5 121
M24Fcsw_149174 5 121
M41Fcsw_260041 5 121
M42Fcsw_341804 5 121
M43Fcsw_181026 5 121
F14Fcsw_71912 5 122
F21Fcsw_411904 5 122
F22Fcsw_419873 5 122
F23Fcsw_136245 5 122
F24Fcsw_33129 5 122
F24Fcsw_165458 5 122
F24Fcsw_254965 5 122
F24Fcsw_266696 5 122
F32Fcsw_173675 5 122
F32Fcsw_296995 5 122
F32Fcsw_342292 5 122
F34Fcsw_22326 5 122
M11Fcsw_43172 5 122
M21Fcsw_200338 5 122
M21Fcsw_333122 5 122
M21Fcsw_375414 5 122
M22Fcsw_137482 5 122
M22Fcsw_227383 5 122
M22Fcsw_279899 5 122
M23Fcsw_20892 5 122
M23Fcsw_169961 5 122
M24Fcsw_262726 5 122
M41Fcsw_161478 5 122
M41Fcsw_254095 5 122
M43Fcsw_94767 5 122
M43Fcsw_101277 5 122
F11Fcsw_426775 5 123
F13Fcsw_239634 5 123
F21Fcsw_73153 5 123
F23Fcsw_46395 5 123
F23Fcsw_193648 5 123
F23Fcsw_210860 5 123
F24Fcsw_218744 5 123
F24Fcsw_258040 5 123
F33Fcsw_17888 5 123
F33Fcsw_121547 5 123
F34Fcsw_118205 5 123
M14Fcsw_253596 5 123
M21Fcsw_321094 5 123
M23Fcsw_259625 5 123
M41Fcsw_359246 5 123
M44Fcsw_151445 5 123
F11Fcsw_109232 5 124
F21Fcsw_502387 5 124
F22Fcsw_29167 5 124
F24Fcsw_66963 5 124
F34Fcsw_227034 5 124
M14Fcsw_107395 5 124
M14Fcsw_188500 5 124
M14Fcsw_267930 5 124
M23Fcsw_124444 5 124
M23Fcsw_260649 5 124
M42Fcsw_131928 5 124
M43Fcsw_253712 5 124
F12Fcsw_35550 5 125
F21Fcsw_385579 5 125
F24Fcsw_47811 5 125
F24Fcsw_77544 5 125
F24Fcsw_249792 5 125
F32Fcsw_280000 5 125
F33Fcsw_195492 5 125
F34Fcsw_50710 5 125
F34Fcsw_58905 5 125
M12Fcsw_407744 5 125
M12Fcsw_486118 5 125
M13Fcsw_102346 5 125
M21Fcsw_243805 5 125
M41Fcsw_362480 5 125
M42Fcsw_154449 5 125
M42Fcsw_324889 5 125
M43Fcsw_272916 5 125
F11Fcsw_19115 5 126
F11Fcsw_31471 5 126
F11Fcsw_434855 5 126
F12Fcsw_27673 5 126
F12Fcsw_378298 5 126
F12Fcsw_395053 5 126
F13Fcsw_124199 5 126
F21Fcsw_18070 5 126
F21Fcsw_60882 5 126
F21Fcsw_85754 5 126
F21Fcsw_91202 5 126
F22Fcsw_33004 5 126
F22Fcsw_40233 5 126
F22Fcsw_455350 5 126
F22Fcsw_483218 5 126
F22Fcsw_501556 5 126
F22Fcsw_501857 5 126
F23Fcsw_271365 5 126
F24Fcsw_82283 5 126
F32Fcsw_157879 5 126
F32Fcsw_256322 5 126
F32Fcsw_292715 5 126
F32Fcsw_305764 5 126
F32Fcsw_306621 5 126
F32Fcsw_337438 5 126
F33Fcsw_28030 5 126
F33Fcsw_171611 5 126
F33Fcsw_214232 5 126
M12Fcsw_386370 5 126
M12Fcsw_399138 5 126
M12Fcsw_460448 5 126
M22Fcsw_224175 5 126
M22Fcsw_225356 5 126
M24Fcsw_45899 5 126
M41Fcsw_241415 5 126
M42Fcsw_189818 5 126
M43Fcsw_88640 5 126
F11Fcsw_59637 5 127
F13Fcsw_35250 5 127
F13Fcsw_265311 5 127
F14Fcsw_64095 5 127
F21Fcsw_29438 5 127
F21Fcsw_408817 5 127
F21Fcsw_460048 5 127
F21Fcsw_488311 5 127
F22Fcsw_417439 5 127
F23Fcsw_167271 5 127
M13Fcsw_214697 5 127
M23Fcsw_120892 5 127
M41Fcsw_141836 5 127
M43Fcsw_123908 5 127
F11Fcsw_395506 5 128
F21Fcsw_436047 5 128
F21Fcsw_446892 5 128
F24Fcsw_192645 5 128
F24Fcsw_218171 5 128
F32Fcsw_241657 5 128
F32Fcsw_274600 5 128
F32Fcsw_331486 5 128
F34Fcsw_92007 5 128
M14Fcsw_255983 5 128
M21Fcsw_242462 5 128
M22Fcsw_192684 5 128
M22Fcsw_363793 5 128
M43Fcsw_245840 5 128
M44Fcsw_1136 5 128
M44Fcsw_72057 5 128
M44Fcsw_224447 5 128
F11Fcsw_451307 5 129
F12Fcsw_121781 5 129
F13Fcsw_65298 5 129
F14Fcsw_1517 5 129
F22Fcsw_472275 5 129
F24Fcsw_81774 5 129
F24Fcsw_209648 5 129
F32Fcsw_362237 5 129
F32Fcsw_373785 5 129
F34Fcsw_105300 5 129
M11Fcsw_502631 5 129
M13Fcsw_243586 5 129
M14Fcsw_228799 5 129
M21Fcsw_219670 5 129
M24Fcsw_106398 5 129
M44Fcsw_193827 5 129
M44Fcsw_264663 5 129
F12Fcsw_115711 5 130
F12Fcsw_499508 5 130
F14Fcsw_87889 5 130
F14Fcsw_256175 5 130
F21Fcsw_46564 5 130
F21Fcsw_460657 5 130
F22Fcsw_31127 5 130
F22Fcsw_112187 5 130
F24Fcsw_72918 5 130
F24Fcsw_94722 5 130
F24Fcsw_216917 5 130
F31Fcsw_209818 5 130
F31Fcsw_322060 5 130
F32Fcsw_159127 5 130
F32Fcsw_226270 5 130
F32Fcsw_290897 5 130
F32Fcsw_304840 5 130
F32Fcsw_372555 5 130
F33Fcsw_50001 5 130
F33Fcsw_125414 5 130
F33Fcsw_256580 5 130
F34Fcsw_49441 5 130
F34Fcsw_69687 5 130
F34Fcsw_95430 5 130
F34Fcsw_201632 5 130
F34Fcsw_226314 5 130
M11Fcsw_476149 5 130
M12Fcsw_120331 5 130
M13Fcsw_68273 5 130
M21Fcsw_225827 5 130
M21Fcsw_272194 5 130
M21Fcsw_302613 5 130
M21Fcsw_371457 5 130
M22Fcsw_186009 5 130
M22Fcsw_201065 5 130
M22Fcsw_326779 5 130
M22Fcsw_359565 5 130
M23Fcsw_117821 5 130
M24Fcsw_84246 5 130
M24Fcsw_122163 5 130
M24Fcsw_228833 5 130
M41Fcsw_133921 5 130
M41Fcsw_246659 5 130
M41Fcsw_326314 5 130
M41Fcsw_346453 5 130
M41Fcsw_348037 5 130
M41Fcsw_357697 5 130
M42Fcsw_272830 5 130
M43Fcsw_105228 5 130
M43Fcsw_211946 5 130
M43Fcsw_267458 5 130
F12Fcsw_105440 5 131
F14Fcsw_269301 5 131
F24Fcsw_268113 5 131
F31Fcsw_296068 5 131
F33Fcsw_94959 5 131
F33Fcsw_100401 5 131
F33Fcsw_238077 5 131
M12Fcsw_122943 5 131
M12Fcsw_490518 5 131
M12Fcsw_498122 5 131
M13Fcsw_120743 5 131
M21Fcsw_183227 5 131
M22Fcsw_314136 5 131
M22Fcsw_337787 5 131
M24Fcsw_182936 5 131
M41Fcsw_181669 5 131
M41Fcsw_185339 5 131
M41Fcsw_349371 5 131
M42Fcsw_209342 5 131
M44Fcsw_105188 5 131
M44Fcsw_267895 5 131
F11Fcsw_105872 5 132
F12Fcsw_50492 5 132
F13Fcsw_198778 5 132
F13Fcsw_207441 5 132
F14Fcsw_134058 5 132
F23Fcsw_112578 5 132
F23Fcsw_273475 5 132
F32Fcsw_268827 5 132
F32Fcsw_279288 5 132
F33Fcsw_250980 5 132
F34Fcsw_206913 5 132
F34Fcsw_208124 5 132
M11Fcsw_381356 5 132
M11Fcsw_491428 5 132
M12Fcsw_124977 5 132
M13Fcsw_184746 5 132
M13Fcsw_220147 5 132
M13Fcsw_227793 5 132
M21Fcsw_205271 5 132
M21Fcsw_329352 5 132
M23Fcsw_141919 5 132
M24Fcsw_189020 5 132
M41Fcsw_203249 5 132
M41Fcsw_227729 5 132
M41Fcsw_326121 5 132
M43Fcsw_55866 5 132
F11Fcsw_429558 5 133
F12Fcsw_62841 5 133
F12Fcsw_509057 5 133
F13Fcsw_73778 5 133
F14Fcsw_254508 5 133
F21Fcsw_389490 5 133
F34Fcsw_37839 5 133
F34Fcsw_107850 5 133
M13Fcsw_123896 5 133
M22Fcsw_242815 5 133
M23Fcsw_239018 5 133
M24Fcsw_100119 5 133
M41Fcsw_201262 5 133
M42Fcsw_157763 5 133
M42Fcsw_175218 5 133
M43Fcsw_44268 5 133
M43Fcsw_83394 5 133
F11Fcsw_96168 5 134
F13Fcsw_249423 5 134
F21Fcsw_432616 5 134
F22Fcsw_14687 5 134
F22Fcsw_113854 5 134
F23Fcsw_201869 5 134
F24Fcsw_249248 5 134
F24Fcsw_256044 5 134
F32Fcsw_355429 5 134
F34Fcsw_272557 5 134
M12Fcsw_56529 5 134
M12Fcsw_499905 5 134
M13Fcsw_78023 5 134
M14Fcsw_250791 5 134
M21Fcsw_144616 5 134
M21Fcsw_149187 5 134
M21Fcsw_351326 5 134
M22Fcsw_369479 5 134
M41Fcsw_202364 5 134
M41Fcsw_219706 5 134
M41Fcsw_294524 5 134
M41Fcsw_313328 5 134
M42Fcsw_260910 5 134
M43Fcsw_44993 5 134
M44Fcsw_253623 5 134
F12Fcsw_421503 5 135
F12Fcsw_486745 5 135
F13Fcsw_101549 5 135
F14Fcsw_121488 5 135
F14Fcsw_207731 5 135
F14Fcsw_220392 5 135
F21Fcsw_21166 5 135
F21Fcsw_401512 5 135
F22Fcsw_66548 5 135
F22Fcsw_419210 5 135
F22Fcsw_438411 5 135
F32Fcsw_208530 5 135
F33Fcsw_105443 5 135
M14Fcsw_193967 5 135
M41Fcsw_286431 5 135
M42Fcsw_259170 5 135
F21Fcsw_405281 5 136
F21Fcsw_449131 5 136
F31Fcsw_365072 5 136
F32Fcsw_241826 5 136
M14Fcsw_250229 5 136
M41Fcsw_244060 5 136
F22Fcsw_4714 5 137
F22Fcsw_388347 5 137
F23Fcsw_196921 5 137
F24Fcsw_101626 5 137
F24Fcsw_194452 5 137
