polymer nbases
F34Fcsw_73689 5 233
F34Fcsw_74174 5 233
F34Fcsw_77320 5 233
F34Fcsw_77498 5 233
F34Fcsw_78804 5 233
F34Fcsw_80137 5 233
F34Fcsw_84596 5 233
F34Fcsw_86517 5 233
F34Fcsw_89527 5 233
F34Fcsw_103018 5 233
F34Fcsw_109687 5 233
F34Fcsw_111557 5 233
F34Fcsw_126535 5 233
F34Fcsw_130975 5 233
F34Fcsw_134570 5 233
F34Fcsw_140175 5 233
F34Fcsw_144601 5 233
F34Fcsw_145630 5 233
F34Fcsw_145963 5 233
F34Fcsw_148857 5 233
F34Fcsw_150025 5 233
F34Fcsw_158951 5 233
F34Fcsw_159683 5 233
F34Fcsw_162101 5 233
F34Fcsw_168790 5 233
F34Fcsw_169190 5 233
F34Fcsw_179997 5 233
F34Fcsw_181957 5 233
F34Fcsw_183146 5 233
F34Fcsw_183187 5 233
F34Fcsw_188316 5 233
F34Fcsw_194229 5 233
F34Fcsw_200104 5 233
F34Fcsw_206481 5 233
F34Fcsw_210526 5 233
F34Fcsw_212457 5 233
F34Fcsw_215416 5 233
F34Fcsw_220704 5 233
F34Fcsw_227068 5 233
F34Fcsw_230897 5 233
F34Fcsw_235130 5 233
F34Fcsw_248661 5 233
F34Fcsw_253084 5 233
F34Fcsw_255214 5 233
F34Fcsw_261528 5 233
F34Fcsw_270273 5 233
M11Fcsw_21841 5 233
M11Fcsw_25801 5 233
M11Fcsw_38999 5 233
M11Fcsw_68524 5 233
M11Fcsw_70097 5 233
M11Fcsw_80999 5 233
M11Fcsw_400076 5 233
M11Fcsw_407396 5 233
M11Fcsw_420336 5 233
M11Fcsw_422613 5 233
M11Fcsw_446500 5 233
M11Fcsw_458385 5 233
M11Fcsw_494317 5 233
M11Fcsw_501535 5 233
M12Fcsw_49902 5 233
M12Fcsw_379618 5 233
M12Fcsw_384103 5 233
M12Fcsw_394935 5 233
M12Fcsw_403561 5 233
M12Fcsw_403985 5 233
M12Fcsw_407974 5 233
M12Fcsw_467536 5 233
M12Fcsw_470466 5 233
M12Fcsw_490477 5 233
M13Fcsw_2916 5 233
M13Fcsw_5543 5 233
M13Fcsw_6614 5 233
M13Fcsw_7011 5 233
M13Fcsw_7161 5 233
M13Fcsw_11127 5 233
M13Fcsw_14523 5 233
M13Fcsw_15038 5 233
M13Fcsw_19721 5 233
M13Fcsw_21500 5 233
M13Fcsw_22077 5 233
M13Fcsw_39390 5 233
M13Fcsw_49690 5 233
M13Fcsw_49789 5 233
M13Fcsw_50243 5 233
M13Fcsw_54409 5 233
M13Fcsw_61729 5 233
M13Fcsw_67951 5 233
M13Fcsw_69801 5 233
M13Fcsw_83075 5 233
M13Fcsw_86020 5 233
M13Fcsw_87960 5 233
M13Fcsw_96902 5 233
M13Fcsw_97325 5 233
M13Fcsw_97639 5 233
M13Fcsw_99704 5 233
M13Fcsw_101156 5 233
M13Fcsw_104085 5 233
M13Fcsw_111044 5 233
M13Fcsw_111524 5 233
M13Fcsw_116920 5 233
M13Fcsw_117868 5 233
M13Fcsw_121015 5 233
M13Fcsw_121156 5 233
M13Fcsw_131561 5 233
M13Fcsw_139873 5 233
M13Fcsw_140179 5 233
M13Fcsw_153943 5 233
M13Fcsw_157218 5 233
M13Fcsw_160243 5 233
M13Fcsw_161791 5 233
M13Fcsw_166593 5 233
M13Fcsw_169044 5 233
M13Fcsw_170628 5 233
M13Fcsw_174320 5 233
M13Fcsw_182216 5 233
M13Fcsw_184784 5 233
M13Fcsw_187620 5 233
M13Fcsw_190043 5 233
M13Fcsw_191909 5 233
M13Fcsw_192678 5 233
M13Fcsw_196826 5 233
M13Fcsw_204228 5 233
M13Fcsw_207423 5 233
M13Fcsw_213981 5 233
M13Fcsw_214239 5 233
M13Fcsw_229499 5 233
M13Fcsw_231519 5 233
M13Fcsw_236916 5 233
M13Fcsw_237661 5 233
M13Fcsw_240073 5 233
M13Fcsw_242784 5 233
M13Fcsw_243883 5 233
M13Fcsw_245412 5 233
M13Fcsw_255550 5 233
M13Fcsw_256550 5 233
M13Fcsw_261665 5 233
M13Fcsw_262734 5 233
M14Fcsw_1786 5 233
M14Fcsw_5988 5 233
M14Fcsw_9010 5 233
M14Fcsw_16922 5 233
M14Fcsw_17022 5 233
M14Fcsw_20124 5 233
M14Fcsw_21215 5 233
M14Fcsw_21999 5 233
M14Fcsw_23394 5 233
M14Fcsw_29705 5 233
M14Fcsw_37919 5 233
M14Fcsw_38056 5 233
M14Fcsw_38452 5 233
M14Fcsw_38485 5 233
M14Fcsw_38541 5 233
M14Fcsw_48618 5 233
M14Fcsw_57023 5 233
M14Fcsw_58460 5 233
M14Fcsw_65537 5 233
M14Fcsw_66686 5 233
M14Fcsw_69059 5 233
M14Fcsw_72691 5 233
M14Fcsw_79384 5 233
M14Fcsw_80695 5 233
M14Fcsw_85018 5 233
M14Fcsw_88997 5 233
M14Fcsw_96950 5 233
M14Fcsw_108356 5 233
M14Fcsw_113708 5 233
M14Fcsw_114420 5 233
M14Fcsw_130953 5 233
M14Fcsw_134762 5 233
M14Fcsw_137724 5 233
M14Fcsw_142197 5 233
M14Fcsw_152593 5 233
M14Fcsw_153201 5 233
M14Fcsw_164910 5 233
M14Fcsw_166653 5 233
M14Fcsw_171022 5 233
M14Fcsw_173843 5 233
M14Fcsw_174287 5 233
M14Fcsw_179257 5 233
M14Fcsw_181818 5 233
M14Fcsw_182734 5 233
M14Fcsw_186089 5 233
M14Fcsw_188016 5 233
M14Fcsw_192707 5 233
M14Fcsw_193005 5 233
M14Fcsw_198569 5 233
M14Fcsw_203647 5 233
M14Fcsw_205512 5 233
M14Fcsw_209464 5 233
M14Fcsw_218350 5 233
M14Fcsw_221206 5 233
M14Fcsw_222624 5 233
M14Fcsw_230046 5 233
M14Fcsw_233348 5 233
M14Fcsw_239788 5 233
M14Fcsw_240260 5 233
M14Fcsw_267547 5 233
M21Fcsw_132401 5 233
M21Fcsw_132889 5 233
M21Fcsw_135105 5 233
M21Fcsw_141787 5 233
M21Fcsw_146672 5 233
M21Fcsw_149712 5 233
M21Fcsw_152121 5 233
M21Fcsw_153813 5 233
M21Fcsw_155947 5 233
M21Fcsw_158955 5 233
M21Fcsw_161115 5 233
M21Fcsw_170122 5 233
M21Fcsw_172065 5 233
M21Fcsw_172298 5 233
M21Fcsw_176272 5 233
M21Fcsw_178157 5 233
M21Fcsw_182444 5 233
M21Fcsw_200624 5 233
M21Fcsw_201844 5 233
M21Fcsw_207773 5 233
M21Fcsw_208057 5 233
M21Fcsw_211263 5 233
M21Fcsw_212390 5 233
M21Fcsw_219182 5 233
M21Fcsw_223935 5 233
M21Fcsw_232719 5 233
M21Fcsw_273457 5 233
M21Fcsw_289891 5 233
M21Fcsw_311626 5 233
M21Fcsw_324823 5 233
M21Fcsw_330840 5 233
M21Fcsw_332893 5 233
M21Fcsw_344586 5 233
M21Fcsw_358985 5 233
M21Fcsw_365943 5 233
M22Fcsw_126623 5 233
M22Fcsw_130347 5 233
M22Fcsw_146684 5 233
M22Fcsw_161742 5 233
M22Fcsw_165420 5 233
M22Fcsw_166753 5 233
M22Fcsw_212699 5 233
M22Fcsw_223161 5 233
M22Fcsw_239430 5 233
M22Fcsw_285954 5 233
M22Fcsw_290606 5 233
M22Fcsw_312768 5 233
M22Fcsw_319601 5 233
M22Fcsw_329916 5 233
M22Fcsw_331803 5 233
M22Fcsw_338061 5 233
M22Fcsw_341449 5 233
M22Fcsw_351252 5 233
M22Fcsw_358330 5 233
M22Fcsw_361013 5 233
M22Fcsw_366429 5 233
M23Fcsw_5037 5 233
M23Fcsw_6802 5 233
M23Fcsw_11200 5 233
M23Fcsw_19588 5 233
M23Fcsw_23886 5 233
M23Fcsw_32917 5 233
M23Fcsw_37946 5 233
M23Fcsw_41467 5 233
M23Fcsw_44390 5 233
M23Fcsw_58832 5 233
M23Fcsw_64501 5 233
M23Fcsw_68369 5 233
M23Fcsw_70507 5 233
M23Fcsw_71205 5 233
M23Fcsw_79161 5 233
M23Fcsw_87527 5 233
M23Fcsw_94307 5 233
M23Fcsw_94365 5 233
M23Fcsw_95022 5 233
M23Fcsw_105797 5 233
M23Fcsw_108340 5 233
M23Fcsw_115686 5 233
M23Fcsw_125840 5 233
M23Fcsw_127516 5 233
M23Fcsw_128414 5 233
M23Fcsw_131773 5 233
M23Fcsw_132094 5 233
M23Fcsw_133519 5 233
M23Fcsw_135590 5 233
M23Fcsw_136153 5 233
M23Fcsw_143540 5 233
M23Fcsw_146167 5 233
M23Fcsw_152358 5 233
M23Fcsw_158161 5 233
M23Fcsw_160363 5 233
M23Fcsw_162245 5 233
M23Fcsw_163921 5 233
M23Fcsw_164666 5 233
M23Fcsw_180551 5 233
M23Fcsw_196048 5 233
M23Fcsw_211623 5 233
M23Fcsw_228100 5 233
M23Fcsw_228699 5 233
M23Fcsw_235472 5 233
M23Fcsw_237880 5 233
M23Fcsw_256092 5 233
M23Fcsw_269061 5 233
M24Fcsw_2590 5 233
M24Fcsw_23146 5 233
M24Fcsw_45453 5 233
M24Fcsw_48229 5 233
M24Fcsw_55555 5 233
M24Fcsw_65338 5 233
M24Fcsw_67770 5 233
M24Fcsw_69918 5 233
M24Fcsw_75291 5 233
M24Fcsw_81243 5 233
M24Fcsw_101206 5 233
M24Fcsw_115562 5 233
M24Fcsw_117098 5 233
M24Fcsw_126216 5 233
M24Fcsw_135277 5 233
M24Fcsw_141278 5 233
M24Fcsw_150580 5 233
M24Fcsw_160868 5 233
M24Fcsw_180426 5 233
M24Fcsw_204067 5 233
M24Fcsw_214701 5 233
M24Fcsw_229113 5 233
M24Fcsw_229344 5 233
M24Fcsw_248682 5 233
M24Fcsw_257702 5 233
M41Fcsw_133347 5 233
M41Fcsw_141155 5 233
M41Fcsw_147822 5 233
M41Fcsw_158391 5 233
M41Fcsw_162291 5 233
M41Fcsw_165467 5 233
M41Fcsw_170740 5 233
M41Fcsw_193917 5 233
M41Fcsw_196070 5 233
M41Fcsw_202890 5 233
M41Fcsw_232717 5 233
M41Fcsw_237614 5 233
M41Fcsw_246689 5 233
M41Fcsw_256585 5 233
M41Fcsw_258281 5 233
M41Fcsw_270457 5 233
M41Fcsw_285885 5 233
M41Fcsw_289745 5 233
M41Fcsw_300042 5 233
M41Fcsw_310266 5 233
M41Fcsw_332039 5 233
M41Fcsw_333078 5 233
M41Fcsw_342387 5 233
M41Fcsw_348761 5 233
M41Fcsw_358643 5 233
M41Fcsw_360919 5 233
M42Fcsw_156356 5 233
M42Fcsw_166466 5 233
M42Fcsw_169962 5 233
M42Fcsw_178675 5 233
M42Fcsw_182452 5 233
M42Fcsw_203888 5 233
M42Fcsw_208818 5 233
M42Fcsw_209052 5 233
M42Fcsw_216691 5 233
M42Fcsw_221676 5 233
M42Fcsw_224047 5 233
M42Fcsw_264806 5 233
M42Fcsw_284259 5 233
M42Fcsw_291949 5 233
M42Fcsw_329756 5 233
M42Fcsw_358575 5 233
M43Fcsw_3151 5 233
M43Fcsw_7372 5 233
M43Fcsw_7411 5 233
M43Fcsw_9395 5 233
M43Fcsw_16424 5 233
M43Fcsw_17203 5 233
M43Fcsw_22268 5 233
M43Fcsw_23659 5 233
M43Fcsw_31755 5 233
M43Fcsw_33724 5 233
M43Fcsw_35824 5 233
M43Fcsw_38709 5 233
M43Fcsw_41943 5 233
M43Fcsw_41974 5 233
M43Fcsw_42472 5 233
M43Fcsw_43814 5 233
M43Fcsw_45057 5 233
M43Fcsw_47236 5 233
M43Fcsw_52318 5 233
M43Fcsw_59993 5 233
M43Fcsw_69203 5 233
M43Fcsw_72670 5 233
M43Fcsw_80277 5 233
M43Fcsw_84111 5 233
M43Fcsw_85022 5 233
M43Fcsw_85428 5 233
M43Fcsw_85551 5 233
M43Fcsw_87159 5 233
M43Fcsw_90647 5 233
M43Fcsw_91262 5 233
M43Fcsw_91391 5 233
M43Fcsw_92397 5 233
M43Fcsw_93155 5 233
M43Fcsw_115630 5 233
M43Fcsw_126094 5 233
M43Fcsw_129903 5 233
M43Fcsw_130501 5 233
M43Fcsw_130802 5 233
M43Fcsw_132060 5 233
M43Fcsw_134370 5 233
M43Fcsw_135496 5 233
M43Fcsw_140049 5 233
M43Fcsw_141475 5 233
M43Fcsw_144537 5 233
M43Fcsw_149386 5 233
M43Fcsw_156080 5 233
M43Fcsw_158367 5 233
M43Fcsw_158660 5 233
M43Fcsw_160364 5 233
M43Fcsw_168272 5 233
M43Fcsw_177483 5 233
M43Fcsw_179398 5 233
M43Fcsw_179694 5 233
M43Fcsw_181730 5 233
M43Fcsw_199329 5 233
M43Fcsw_201650 5 233
M43Fcsw_206781 5 233
M43Fcsw_210865 5 233
M43Fcsw_221770 5 233
M43Fcsw_226494 5 233
M43Fcsw_240732 5 233
M43Fcsw_240989 5 233
M43Fcsw_242442 5 233
M43Fcsw_260065 5 233
M44Fcsw_5303 5 233
M44Fcsw_7921 5 233
M44Fcsw_7962 5 233
M44Fcsw_15184 5 233
M44Fcsw_15303 5 233
M44Fcsw_16811 5 233
M44Fcsw_27272 5 233
M44Fcsw_34066 5 233
M44Fcsw_36272 5 233
M44Fcsw_44540 5 233
M44Fcsw_47848 5 233
M44Fcsw_53188 5 233
M44Fcsw_57243 5 233
M44Fcsw_57401 5 233
M44Fcsw_62683 5 233
M44Fcsw_62949 5 233
M44Fcsw_66410 5 233
M44Fcsw_69747 5 233
M44Fcsw_73224 5 233
M44Fcsw_76846 5 233
M44Fcsw_77523 5 233
M44Fcsw_80136 5 233
M44Fcsw_81499 5 233
M44Fcsw_90241 5 233
M44Fcsw_91355 5 233
M44Fcsw_95100 5 233
M44Fcsw_97358 5 233
M44Fcsw_101875 5 233
M44Fcsw_106207 5 233
M44Fcsw_110264 5 233
M44Fcsw_110785 5 233
M44Fcsw_111433 5 233
M44Fcsw_112504 5 233
M44Fcsw_119428 5 233
M44Fcsw_122136 5 233
M44Fcsw_126865 5 233
M44Fcsw_132064 5 233
M44Fcsw_136682 5 233
M44Fcsw_137859 5 233
M44Fcsw_138030 5 233
M44Fcsw_146760 5 233
M44Fcsw_151447 5 233
M44Fcsw_154616 5 233
M44Fcsw_155324 5 233
M44Fcsw_155679 5 233
M44Fcsw_155770 5 233
M44Fcsw_164187 5 233
M44Fcsw_169833 5 233
M44Fcsw_172904 5 233
M44Fcsw_178129 5 233
M44Fcsw_188940 5 233
M44Fcsw_193445 5 233
M44Fcsw_205553 5 233
M44Fcsw_206283 5 233
M44Fcsw_206662 5 233
M44Fcsw_209244 5 233
M44Fcsw_210726 5 233
M44Fcsw_211731 5 233
M44Fcsw_227559 5 233
M44Fcsw_228143 5 233
M44Fcsw_230993 5 233
M44Fcsw_238035 5 233
M44Fcsw_238699 5 233
M44Fcsw_240450 5 233
M44Fcsw_241424 5 233
M44Fcsw_242014 5 233
M44Fcsw_252016 5 233
M44Fcsw_255139 5 233
M44Fcsw_259702 5 233
F11Fcsw_397506 5 234
F12Fcsw_39209 5 234
F12Fcsw_49749 5 234
F13Fcsw_10135 5 234
F13Fcsw_181629 5 234
F13Fcsw_190547 5 234
F13Fcsw_201777 5 234
F13Fcsw_225282 5 234
F13Fcsw_245513 5 234
F14Fcsw_7566 5 234
F14Fcsw_151933 5 234
F14Fcsw_238356 5 234
F21Fcsw_15257 5 234
F21Fcsw_57036 5 234
F21Fcsw_80630 5 234
F21Fcsw_89666 5 234
F21Fcsw_429533 5 234
F22Fcsw_103199 5 234
F22Fcsw_455247 5 234
F22Fcsw_464461 5 234
F23Fcsw_1940 5 234
F23Fcsw_3374 5 234
F23Fcsw_41208 5 234
F23Fcsw_54350 5 234
F23Fcsw_57469 5 234
F23Fcsw_88949 5 234
F23Fcsw_95173 5 234
F23Fcsw_119364 5 234
F23Fcsw_126069 5 234
F23Fcsw_151269 5 234
F23Fcsw_162516 5 234
F23Fcsw_199067 5 234
F23Fcsw_199662 5 234
F23Fcsw_214524 5 234
F23Fcsw_229803 5 234
F23Fcsw_250455 5 234
F23Fcsw_262246 5 234
F24Fcsw_9328 5 234
F24Fcsw_17604 5 234
F24Fcsw_23312 5 234
F24Fcsw_50581 5 234
F24Fcsw_70686 5 234
F24Fcsw_74039 5 234
F24Fcsw_141880 5 234
F24Fcsw_162462 5 234
F24Fcsw_233753 5 234
F24Fcsw_255508 5 234
F31Fcsw_128801 5 234
F31Fcsw_141830 5 234
F31Fcsw_143997 5 234
F31Fcsw_200724 5 234
F31Fcsw_227067 5 234
F31Fcsw_246881 5 234
F31Fcsw_248556 5 234
F31Fcsw_255788 5 234
F31Fcsw_263501 5 234
F31Fcsw_270321 5 234
F31Fcsw_271679 5 234
F31Fcsw_283053 5 234
F31Fcsw_294824 5 234
F31Fcsw_343670 5 234
F31Fcsw_344547 5 234
F31Fcsw_348994 5 234
F31Fcsw_356136 5 234
F32Fcsw_136778 5 234
F32Fcsw_139300 5 234
F32Fcsw_140646 5 234
F32Fcsw_147828 5 234
F32Fcsw_176380 5 234
F32Fcsw_176946 5 234
F32Fcsw_178078 5 234
F32Fcsw_178798 5 234
F32Fcsw_179913 5 234
F32Fcsw_183320 5 234
F32Fcsw_225219 5 234
F32Fcsw_237863 5 234
F32Fcsw_251713 5 234
F32Fcsw_261425 5 234
F32Fcsw_283496 5 234
F32Fcsw_286421 5 234
F32Fcsw_329771 5 234
F32Fcsw_352681 5 234
F32Fcsw_362312 5 234
F33Fcsw_8541 5 234
F33Fcsw_20263 5 234
F33Fcsw_27323 5 234
F33Fcsw_35102 5 234
F33Fcsw_68295 5 234
F33Fcsw_69844 5 234
F33Fcsw_89858 5 234
F33Fcsw_97129 5 234
F33Fcsw_113205 5 234
F33Fcsw_118355 5 234
F33Fcsw_129710 5 234
F33Fcsw_130942 5 234
F33Fcsw_140353 5 234
F33Fcsw_164776 5 234
F33Fcsw_169090 5 234
F33Fcsw_180991 5 234
F33Fcsw_184479 5 234
F33Fcsw_194795 5 234
F33Fcsw_203645 5 234
F33Fcsw_250634 5 234
F33Fcsw_260414 5 234
F33Fcsw_265427 5 234
F34Fcsw_4446 5 234
F34Fcsw_8404 5 234
F34Fcsw_40540 5 234
F34Fcsw_67368 5 234
F34Fcsw_89514 5 234
F34Fcsw_89778 5 234
F34Fcsw_113288 5 234
F34Fcsw_118740 5 234
F34Fcsw_130258 5 234
F34Fcsw_153668 5 234
F34Fcsw_155196 5 234
F34Fcsw_169633 5 234
F34Fcsw_197950 5 234
F34Fcsw_203456 5 234
F34Fcsw_236185 5 234
M11Fcsw_15998 5 234
M11Fcsw_27772 5 234
M11Fcsw_34210 5 234
M11Fcsw_51931 5 234
M11Fcsw_62968 5 234
M11Fcsw_64880 5 234
M11Fcsw_88095 5 234
M11Fcsw_102955 5 234
M11Fcsw_412930 5 234
M11Fcsw_456843 5 234
M11Fcsw_476406 5 234
M11Fcsw_492175 5 234
M12Fcsw_4867 5 234
M12Fcsw_37931 5 234
M12Fcsw_72669 5 234
M12Fcsw_74016 5 234
M12Fcsw_112073 5 234
M12Fcsw_396965 5 234
M12Fcsw_444008 5 234
M12Fcsw_478266 5 234
M12Fcsw_484292 5 234
M13Fcsw_1283 5 234
M13Fcsw_5231 5 234
M13Fcsw_25252 5 234
M13Fcsw_43200 5 234
M13Fcsw_47690 5 234
M13Fcsw_55259 5 234
M13Fcsw_57965 5 234
M13Fcsw_62495 5 234
M13Fcsw_85860 5 234
M13Fcsw_97891 5 234
M13Fcsw_103067 5 234
M13Fcsw_110140 5 234
M13Fcsw_113892 5 234
M13Fcsw_118271 5 234
M13Fcsw_128004 5 234
M13Fcsw_130515 5 234
M13Fcsw_152580 5 234
M13Fcsw_163097 5 234
M13Fcsw_167015 5 234
M13Fcsw_178775 5 234
M13Fcsw_179919 5 234
M13Fcsw_191913 5 234
M13Fcsw_210423 5 234
M13Fcsw_227833 5 234
M13Fcsw_237419 5 234
M13Fcsw_246988 5 234
M13Fcsw_257582 5 234
M13Fcsw_257790 5 234
M13Fcsw_258931 5 234
M14Fcsw_6358 5 234
M14Fcsw_16052 5 234
M14Fcsw_50092 5 234
M14Fcsw_51950 5 234
M14Fcsw_55033 5 234
M14Fcsw_56132 5 234
M14Fcsw_56469 5 234
M14Fcsw_69847 5 234
M14Fcsw_79521 5 234
M14Fcsw_82801 5 234
M14Fcsw_95087 5 234
M14Fcsw_99669 5 234
M14Fcsw_105657 5 234
M14Fcsw_110340 5 234
M14Fcsw_114590 5 234
M14Fcsw_121977 5 234
M14Fcsw_126198 5 234
M14Fcsw_138966 5 234
M14Fcsw_143159 5 234
M14Fcsw_147472 5 234
M14Fcsw_150908 5 234
M14Fcsw_155760 5 234
M14Fcsw_157116 5 234
M14Fcsw_182355 5 234
M14Fcsw_212011 5 234
M14Fcsw_212100 5 234
M14Fcsw_214266 5 234
M14Fcsw_222956 5 234
M14Fcsw_226357 5 234
M14Fcsw_234994 5 234
M14Fcsw_246491 5 234
M14Fcsw_250842 5 234
M14Fcsw_256248 5 234
M14Fcsw_257623 5 234
M21Fcsw_153656 5 234
M21Fcsw_154981 5 234
M21Fcsw_175041 5 234
M21Fcsw_176944 5 234
M21Fcsw_188751 5 234
M21Fcsw_189062 5 234
M21Fcsw_194278 5 234
M21Fcsw_211541 5 234
M21Fcsw_212525 5 234
M21Fcsw_227105 5 234
M21Fcsw_237234 5 234
M21Fcsw_251325 5 234
M21Fcsw_294115 5 234
M21Fcsw_300604 5 234
M21Fcsw_302492 5 234
M21Fcsw_306973 5 234
M21Fcsw_320856 5 234
M21Fcsw_359299 5 234
M21Fcsw_359372 5 234
M22Fcsw_132051 5 234
M22Fcsw_136887 5 234
M22Fcsw_166585 5 234
M22Fcsw_174362 5 234
M22Fcsw_183368 5 234
M22Fcsw_189261 5 234
M22Fcsw_200494 5 234
M22Fcsw_227691 5 234
M22Fcsw_232162 5 234
M22Fcsw_252211 5 234
M22Fcsw_262390 5 234
M22Fcsw_266065 5 234
M22Fcsw_266402 5 234
M22Fcsw_272820 5 234
M22Fcsw_274596 5 234
M22Fcsw_302871 5 234
M22Fcsw_303541 5 234
M22Fcsw_319249 5 234
M22Fcsw_321746 5 234
M22Fcsw_322781 5 234
M22Fcsw_340333 5 234
M22Fcsw_354014 5 234
M22Fcsw_363500 5 234
M22Fcsw_372992 5 234
M23Fcsw_2080 5 234
M23Fcsw_6998 5 234
M23Fcsw_11367 5 234
M23Fcsw_37731 5 234
M23Fcsw_41433 5 234
M23Fcsw_41445 5 234
M23Fcsw_76146 5 234
M23Fcsw_87081 5 234
M23Fcsw_98059 5 234
M23Fcsw_111442 5 234
M23Fcsw_152218 5 234
M23Fcsw_153591 5 234
M23Fcsw_159647 5 234
M23Fcsw_248084 5 234
M24Fcsw_5198 5 234
M24Fcsw_7214 5 234
M24Fcsw_20233 5 234
M24Fcsw_20797 5 234
M24Fcsw_22670 5 234
M24Fcsw_95919 5 234
M24Fcsw_108309 5 234
M24Fcsw_140633 5 234
M24Fcsw_163585 5 234
M24Fcsw_170832 5 234
M24Fcsw_219418 5 234
M24Fcsw_224148 5 234
M24Fcsw_229374 5 234
M41Fcsw_200690 5 234
M41Fcsw_259757 5 234
M41Fcsw_276527 5 234
M41Fcsw_311326 5 234
M41Fcsw_333916 5 234
M41Fcsw_336157 5 234
M42Fcsw_151263 5 234
M42Fcsw_151790 5 234
M42Fcsw_172545 5 234
M42Fcsw_187768 5 234
M42Fcsw_189048 5 234
M42Fcsw_196301 5 234
M42Fcsw_197137 5 234
M42Fcsw_198650 5 234
M42Fcsw_213070 5 234
M42Fcsw_251841 5 234
M42Fcsw_276460 5 234
M42Fcsw_305042 5 234
M42Fcsw_349299 5 234
M42Fcsw_363159 5 234
M42Fcsw_366039 5 234
M43Fcsw_716 5 234
M43Fcsw_5081 5 234
M43Fcsw_13044 5 234
M43Fcsw_14225 5 234
M43Fcsw_16666 5 234
M43Fcsw_18545 5 234
M43Fcsw_26786 5 234
M43Fcsw_53904 5 234
M43Fcsw_112447 5 234
M43Fcsw_166576 5 234
M43Fcsw_168817 5 234
M43Fcsw_172626 5 234
M43Fcsw_202518 5 234
M43Fcsw_207424 5 234
M43Fcsw_208350 5 234
M43Fcsw_216551 5 234
M43Fcsw_239730 5 234
M43Fcsw_253176 5 234
M43Fcsw_270866 5 234
M43Fcsw_271043 5 234
M44Fcsw_15658 5 234
M44Fcsw_40543 5 234
M44Fcsw_93230 5 234
M44Fcsw_108629 5 234
M44Fcsw_116156 5 234
M44Fcsw_138168 5 234
M44Fcsw_143157 5 234
M44Fcsw_144165 5 234
M44Fcsw_181594 5 234
M44Fcsw_187879 5 234
M44Fcsw_192694 5 234
M44Fcsw_207009 5 234
M44Fcsw_225980 5 234
M44Fcsw_234136 5 234
M44Fcsw_252640 5 234
M44Fcsw_265489 5 234
M44Fcsw_266185 5 234
M44Fcsw_268453 5 234
F11Fcsw_14202 5 235
F11Fcsw_23322 5 235
F11Fcsw_53670 5 235
F11Fcsw_110047 5 235
F11Fcsw_377443 5 235
F12Fcsw_76900 5 235
F12Fcsw_80235 5 235
F12Fcsw_82799 5 235
F12Fcsw_392613 5 235
F12Fcsw_393100 5 235
F12Fcsw_435143 5 235
F12Fcsw_483428 5 235
F12Fcsw_500084 5 235
F13Fcsw_4985 5 235
F13Fcsw_36855 5 235
F13Fcsw_36902 5 235
F13Fcsw_37909 5 235
F13Fcsw_46691 5 235
F13Fcsw_70248 5 235
F13Fcsw_74623 5 235
F13Fcsw_80528 5 235
F13Fcsw_101290 5 235
F13Fcsw_134372 5 235
F13Fcsw_141002 5 235
F13Fcsw_144309 5 235
F13Fcsw_147973 5 235
F13Fcsw_151436 5 235
F13Fcsw_160510 5 235
F13Fcsw_169103 5 235
F13Fcsw_178846 5 235
F13Fcsw_207463 5 235
F13Fcsw_215090 5 235
F13Fcsw_223044 5 235
F13Fcsw_227380 5 235
F13Fcsw_242330 5 235
F13Fcsw_267229 5 235
F13Fcsw_267815 5 235
F14Fcsw_5559 5 235
F14Fcsw_20604 5 235
F14Fcsw_22676 5 235
F14Fcsw_58069 5 235
F14Fcsw_58329 5 235
F14Fcsw_68064 5 235
F14Fcsw_68633 5 235
F14Fcsw_90796 5 235
F14Fcsw_98322 5 235
F14Fcsw_110298 5 235
F14Fcsw_113667 5 235
F14Fcsw_142628 5 235
F14Fcsw_144678 5 235
F14Fcsw_150263 5 235
F14Fcsw_159642 5 235
F14Fcsw_190715 5 235
F14Fcsw_199090 5 235
F14Fcsw_230810 5 235
F14Fcsw_233192 5 235
F21Fcsw_17170 5 235
F21Fcsw_88446 5 235
F21Fcsw_106378 5 235
F21Fcsw_403009 5 235
F21Fcsw_464774 5 235
F21Fcsw_483034 5 235
F22Fcsw_49960 5 235
F22Fcsw_52423 5 235
F22Fcsw_83138 5 235
F22Fcsw_401991 5 235
F23Fcsw_2985 5 235
F23Fcsw_10629 5 235
F23Fcsw_12567 5 235
F23Fcsw_12781 5 235
F23Fcsw_16456 5 235
F23Fcsw_18413 5 235
F23Fcsw_23881 5 235
F23Fcsw_29226 5 235
F23Fcsw_32633 5 235
F23Fcsw_37586 5 235
F23Fcsw_39831 5 235
F23Fcsw_40396 5 235
F23Fcsw_45175 5 235
F23Fcsw_53697 5 235
F23Fcsw_56777 5 235
F23Fcsw_57920 5 235
F23Fcsw_60234 5 235
F23Fcsw_69123 5 235
F23Fcsw_75446 5 235
F23Fcsw_77703 5 235
F23Fcsw_86912 5 235
F23Fcsw_97782 5 235
F23Fcsw_103370 5 235
F23Fcsw_108507 5 235
F23Fcsw_112599 5 235
F23Fcsw_114688 5 235
F23Fcsw_114994 5 235
F23Fcsw_131079 5 235
F23Fcsw_143818 5 235
F23Fcsw_149984 5 235
F23Fcsw_162849 5 235
F23Fcsw_172401 5 235
